id,created_at,image
d02c7682-212d-476c-9756-5894533f8b37,2023-03-27 03:47:18.144444,/images/wallpapers1.png
528806a6-9a80-48f6-9728-96fcb8394f4e,2023-03-27 03:47:18.144452,/images/wallpapers2.png
efc75ef8-05ed-40eb-b6f7-3b9ae614869b,2023-03-27 03:47:18.144455,/images/wallpapers3.png
9b805b76-8f78-4bad-adbc-9ccab9f16ef6,2023-03-27 03:47:18.144458,/images/wallpapers4.png
17d25b3a-c61e-4694-900c-2d59032a0a56,2023-03-27 03:47:18.144464,/images/wallpapers5.png
e9a623a0-4f0e-422f-a679-f8f25c3792fc,2023-03-27 03:47:18.144467,/images/wallpapers6.png
d006de1f-b477-4e22-b77b-b6a71944f1cd,2023-03-27 03:47:18.144470,/images/wallpapers7.png
8411d41d-1c8f-4732-ba08-c2fc62a5226c,2023-03-27 03:47:18.144472,/images/wallpapers8.png
